date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:03:17	19040/19040	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:15%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/SAUERWEIN,%20Meike	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/SAUERWEIN,%20Meike.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/common_core/4Y)
09:03:17	17751/17751	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:15%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/TEH,%20Jack%20Her%20Hock	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/TEH,%20Jack%20Her%20Hock.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/common_core/4Y)
09:03:18	22216/22216	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:17%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAU,%20Ronald	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAU,%20Ronald.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/common_core/4Y)
09:03:19	17746/17746	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:17%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/XU,%20Yan	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/XU,%20Yan.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/common_core/4Y)
09:03:20	16743/16743	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:18%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/ROSSITER,%20David	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/ROSSITER,%20David.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/COMP)
09:03:20	24907/24907	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:18%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAM,%20Gibson	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAM,%20Gibson.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/COMP)
09:03:20	17814/17814	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:19%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20J.T.	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20J.T.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:21	17366/17366	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:20%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/VAN%20DER%20LANS,%20Ralf	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/VAN%20DER%20LANS,%20Ralf.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:22	17358/17358	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:21%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/ZHAO,%20Ying	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/ZHAO,%20Ying.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:22	17688/17688	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:21%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/CHEN,%20Zhanhui	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/CHEN,%20Zhanhui.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:22	17687/17687	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:21%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20Yingying	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20Yingying.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:23	17676/17676	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:22%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/YAN,%20Dengfeng	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/YAN,%20Dengfeng.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/DBAP)
09:03:25	17335/17335	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:23%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/SARFRAZ,%20Khawar	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/SARFRAZ,%20Khawar.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/EESM)
09:03:25	18044/18044	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:23%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LORETAN,%20Michael%20Stanislaus	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LORETAN,%20Michael%20Stanislaus.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ECON)
09:03:25	18975/18975	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:23%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/WOO,%20Kam%20Tim	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/WOO,%20Kam%20Tim.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ENGG)
09:03:25	19874/19874	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:24%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LEUNG,%20Suk%20Wai%20Winnie	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LEUNG,%20Suk%20Wai%20Winnie.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ENTR)
09:03:26	16784/16784	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:25%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAU,%20Pui%20Sang	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LAU,%20Pui%20Sang.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ENVR)
09:03:26	17760/17760	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:25%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/YU,%20Jialin	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/YU,%20Jialin.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/GFIN)
09:03:26	17563/17563	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:25%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/BHATTACHARYA,%20Utpal	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/BHATTACHARYA,%20Utpal.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/GFIN)
09:03:28	17783/17783	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:26%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/MUKHERJEE,%20Abhiroop	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/MUKHERJEE,%20Abhiroop.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/GFIN)
09:03:28	16446/16446	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:27%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/CHAN,%20Chi%20Ming	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/CHAN,%20Chi%20Ming.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISDN)
09:03:28	16714/16714	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:27%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20Mitch	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/LI,%20Mitch.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISDN)
09:03:28	17700/17700	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:27%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/JIA,%20Jia	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/JIA,%20Jia.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISOM)
09:03:30	21260/21260	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:28%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KOH,%20Tat%20Koon	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KOH,%20Tat%20Koon.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISOM)
09:03:30	18115/18115	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:29%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/FUNG,%20Terrance	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/FUNG,%20Terrance.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISOM)
09:03:30	18237/18237	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:29%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KIM,%20Yongsuk	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KIM,%20Yongsuk.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISOM)
09:03:30	16862/16862	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:29%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/HUANG,%20Xin	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/HUANG,%20Xin.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/ISOM)
09:03:31	17095/17095	U--MC-	200	updated ('OK')	text/html	date:Wed,%2006%20Dec%202023%2009:03:30%20GMT	https://w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KO,%20Ice%20Wai%20Ping	docs/class_quota/w5.ab.ust.hk/wcq/cgi-bin/2320/instructor/KO,%20Ice%20Wai%20Ping.html	(from https://w5.ab.ust.hk/wcq/cgi-bin/2320/subject/LIFS)
